0;5;0;0
810;4;0;0
1710;3;0;0
2610;2;0;0
3510;1;0;0
4410;0,1;0;0
5310;0,5;0;0
6210;0,9;0;0
7110;1,3;0;0
8010;1,7;0;0
8910;2,1;0;0
9810;2,5;0;0
10710;2,9;0;0
11610;3,3;0;0
12510;3,7;0;0
13410;4,1;0;0
14310;4,5;0;0
15210;4,9;0;0
16110;5,3;0;0
17010;5,7;0;0
17910;6,1;0;0
18810;6,5;0;0
19710;6,9;0;0
20610;7,3;0;0
21510;7,7;0;0
22410;8,1;0;0
23310;10;0;0
24210;10;0;0
25110;10;0;0
26010;10;0;0
26910;10;0;0
27810;10;0;0
28710;10;0;0
29610;9,5;0;0
30510;9;0;0
31410;8,5;0;0
32310;8;0;0
33210;7,5;0;0
34110;7;0;0
35010;6,5;0;0
35910;6;0;0
36810;5,5;0;0
37710;5;0;0
38610;4,5;0;0
39510;4;0;0
40410;3,5;0;0
41310;3;0;0
42210;2,5;0;0
43110;5;0;0
44010;4;0;0
44910;3;0;0
45810;2;0;0
46710;1;0;0
47610;0,1;0;0
48510;0,5;0;0
49410;0,9;0;0
50310;1,3;0;0
51210;1,7;0;0
52110;2,1;0;0
53010;2,5;0;0
53910;2,9;0;0
54810;3,3;0;0
55710;3,7;0;0
56610;4,1;0;0
57510;4,5;0;0
58410;4,9;0;0
59310;5,3;0;0
60210;5,7;0;0
61110;6,1;0;0
62010;6,5;0;0
62910;6,9;0;0
63810;7,3;0;0
64710;7,7;0;0
65610;8,1;0;0
66510;10;0;0
67410;10;0;0
68310;10;0;0
69210;10;0;0
70110;10;0;0
71010;10;0;0
71910;10;0;0
72810;9,5;0;0
73710;9;0;0
74610;8,5;0;0
75510;8;0;0
76410;7,5;0;0
77310;7;0;0
78210;6,5;0;0
79110;6;0;0
80010;5,5;0;0
80910;5;0;0
81810;4,5;0;0
82710;4;0;0
83610;3,5;0;0
84510;3;0;0
85410;2,5;0;0
86310;2;0;0
